Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
644,Tomas Pochettino\Tomas-Pochettino,ar ARG,MF,Talleres,23,1996,16,11,954,1,2,0,0,1,0,0.09,0.19,0.28,0.09,0.28,Matches
645,Rafa Pérez\Rafa-Perez,co COL,DF,Talleres,29,1990,5,5,450,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
646,Martín Payero\Martin-Payero,ar ARG,FW,Talleres,20,1998,16,1,326,1,0,0,0,2,0,0.28,0.00,0.28,0.28,0.28,Matches
647,Guilherme Parede\Guilherme-Parede,br BRA,MF,Talleres,23,1995,6,5,463,3,2,0,0,1,0,0.58,0.39,0.97,0.58,0.97,Matches
648,Renzo Paparelli\Renzo-Paparelli,ar ARG,DF,Talleres,22,1997,2,1,101,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
649,Federico Navarro\Federico-Navarro,ar ARG,MF,Talleres,19,2000,10,3,359,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
650,Dayro Moreno\Dayro-Moreno,co COL,FWMF,Talleres,33,1985,20,9,1016,3,5,1,2,4,0,0.27,0.44,0.71,0.18,0.62,Matches
651,Facundo Medina\Facundo-Medina,ar ARG,DF,Talleres,20,1999,17,17,1530,1,1,0,0,8,0,0.06,0.06,0.12,0.06,0.12,Matches
652,José Mauri\Jose-Mauri,it ITA,MF,Talleres,23,1996,11,9,704,0,1,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches
653,Jony\Jony,ar ARG,MFFW,Talleres,25,1994,21,19,1506,6,1,0,0,5,1,0.36,0.06,0.42,0.36,0.42,Matches
654,Juan Ignacio Méndez\Juan-Ignacio-Mendez,ar ARG,MF,Talleres,22,1997,15,13,1083,2,0,0,0,4,1,0.17,0.00,0.17,0.17,0.17,Matches
655,Guido Herrera\Guido-Herrera,ar ARG,GK,Talleres,27,1992,21,21,1887,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
656,Lautaro Guzmán\Lautaro-Guzman,ar ARG,FW,Talleres,19,2000,4,0,67,0,2,0,0,0,1,0.00,2.69,2.69,0.00,2.69,Matches
657,Leonardo Godoy\Leonardo-Godoy,ar ARG,DFMF,Talleres,24,1995,13,12,1032,2,0,0,0,2,1,0.17,0.00,0.17,0.17,0.17,Matches
658,Javier Gandolfi\Javier-Gandolfi,ar ARG,DF,Talleres,38,1980,8,6,500,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
659,Franco Fragapane\Franco-Fragapane,ar ARG,MFFW,Talleres,26,1993,23,23,1850,3,3,0,1,2,0,0.15,0.15,0.29,0.15,0.29,Matches
660,Enzo Díaz\Enzo-Diaz,ar ARG,DFMF,Talleres,23,1995,15,15,1305,0,3,0,0,4,0,0.00,0.21,0.21,0.00,0.21,Matches
661,Adrián Cubas\Adrian-Cubas,py PAR,MF,Talleres,23,1996,20,20,1742,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches
662,Juan Cruz Komar\Juan-Cruz-Komar,ar ARG,DF,Talleres,22,1996,17,16,1462,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
663,Mauricio Caranta\Mauricio-Caranta,ar ARG,GK,Talleres,41,1978,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
664,Favio Cabral\Favio-Cabral,ar ARG,MF,Talleres,18,2001,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
665,Nahuel Bustos\Nahuel-Bustos,ar ARG,FW,Talleres,21,1998,20,18,1590,9,3,0,1,1,0,0.51,0.17,0.68,0.51,0.68,Matches
666,Junior Arias\Junior-Arias,uy URU,FW,Talleres,26,1993,1,0,34,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
667,Javier Toledo\Javier-Toledo,ar ARG,FW,Tucumán,33,1986,19,16,1465,5,2,0,0,11,1,0.31,0.12,0.43,0.31,0.43,Matches
668,Gustavo Toledo\Gustavo-Toledo,ar ARG,DF,Tucumán,29,1989,3,2,183,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
669,Ramiro Ruiz\Ramiro-Ruiz,ar ARG,FW,Tucumán,19,2000,1,0,24,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
670,Ariel Rojas\Ariel-Rojas,ar ARG,MF,Tucumán,33,1986,20,16,1373,0,1,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches
671,Gabriel Risso Patrón\Gabriel-Risso-Patron,ar ARG,DF,Tucumán,23,1995,5,3,366,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
672,Marcelo Ortiz\Marcelo-Ortiz,ar ARG,DF,Tucumán,25,1994,20,20,1771,2,1,0,0,4,0,0.10,0.05,0.15,0.10,0.15,Matches
673,Guillermo Ortiz\Guillermo-Ortiz,ar ARG,DF,Tucumán,26,1992,4,4,360,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
674,Fabián Monzón\Fabian-Monzon,ar ARG,DF,Tucumán,32,1987,16,16,1373,2,1,0,0,1,0,0.13,0.07,0.20,0.13,0.20,Matches
675,Alejandro Miguel Sánchez\Alejandro-Miguel-Sanchez,ar ARG,GK,Tucumán,32,1986,10,9,855,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
676,Lucas Melano\Lucas-Melano,ar ARG,MFFW,Tucumán,26,1993,19,8,921,0,1,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches
677,José Luis Fernández\Jose-Luis-Fernandez,ar ARG,MFDF,Tucumán,31,1987,14,10,845,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
678,Cristian Lucchetti\Cristian-Lucchetti,ar ARG,GK,Tucumán,41,1978,14,14,1215,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
679,Augusto Lotti\Augusto-Lotti,it ITA,FWMF,Tucumán,23,1996,16,9,771,1,1,0,0,2,0,0.12,0.12,0.23,0.12,0.23,Matches
680,Agustín Lagos\Agustin-Lagos,ar ARG,DF,Tucumán,17,2001,1,1,52,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
681,Leonardo Heredia\Leonardo-Heredia,ar ARG,MF,Tucumán,23,1996,12,4,519,1,1,0,0,1,0,0.17,0.17,0.35,0.17,0.35,Matches
682,Dylan Gissi\Dylan-Gissi,ch SUI,DF,Tucumán,28,1991,7,7,630,1,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches
683,Cristian Erbes\Cristian-Erbes,ar ARG,MF,Tucumán,29,1990,13,13,1079,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches
684,Leandro Díaz\Leandro-Diaz,ar ARG,FW,Tucumán,27,1992,18,17,1456,5,1,0,0,4,1,0.31,0.06,0.37,0.31,0.37,Matches
685,Tomás Cuello\Tomas-Cuello,ar ARG,MF,Tucumán,19,2000,5,4,261,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
686,Gonzalo Castellani\Gonzalo-Castellani,ar ARG,MFFW,Tucumán,31,1987,15,9,774,0,2,0,0,2,0,0.00,0.23,0.23,0.00,0.23,Matches
687,Ramiro Carrera\Ramiro-Carrera,ar ARG,MF,Tucumán,25,1993,15,6,628,1,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches
688,Yonathan Cabral\Yonathan-Cabral,ar ARG,DF,Tucumán,27,1992,16,16,1394,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
689,Federico Bravo\Federico-Bravo,ar ARG,MF,Tucumán,25,1993,13,11,925,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
690,Bruno Bianchi\Bruno-Bianchi,ar ARG,DF,Tucumán,30,1989,15,15,1350,1,0,0,0,6,0,0.07,0.00,0.07,0.07,0.07,Matches
691,Matías Alustiza\Matias-Alustiza,mx MEX,FW,Tucumán,35,1984,4,2,200,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
692,Camilo Albornoz\Camilo-Albornoz,ar ARG,MF,Tucumán,18,2000,1,0,45,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
693,Nicolás Aguirre\Nicolas-Aguirre,ar ARG,MF,Tucumán,29,1990,4,2,151,1,1,0,0,1,0,0.60,0.60,1.19,0.60,1.19,Matches
694,Guillermo Acosta\Guillermo-Acosta,ar ARG,MFDF,Tucumán,30,1988,22,19,1713,0,2,0,0,3,1,0.00,0.11,0.11,0.00,0.11,Matches
695,Tobías Zarate\Tobias-Zarate,ar ARG,FW,Vélez Sarsf,19,2000,3,0,11,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
696,Maximiliano Romero\Maximiliano-Romero,ar ARG,FW,Vélez Sarsf,20,1999,22,17,1462,7,3,0,0,4,0,0.43,0.18,0.62,0.43,0.62,Matches
697,Lucas Robertone\Lucas-Robertone,ar ARG,MF,Vélez Sarsf,22,1997,22,16,1572,2,3,0,0,3,0,0.11,0.17,0.29,0.11,0.29,Matches
698,Mauro Pittón\Mauro-Pitton,ar ARG,MF,Vélez Sarsf,24,1994,3,1,122,0,2,0,0,0,0,0.00,1.48,1.48,0.00,1.48,Matches
699,Francisco Ortega\Francisco-Ortega,ar ARG,MFDF,Vélez Sarsf,20,1999,5,4,351,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
700,Luca Orellano\Luca-Orellano,ar ARG,MF,Vélez Sarsf,19,2000,4,0,45,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
701,Cristian Núñez\Cristian-Nunez,py PAR,DF,Vélez Sarsf,21,1997,1,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
702,Lucas Janson\Lucas-Janson,ar ARG,FWMF,Vélez Sarsf,24,1994,20,19,1571,4,2,0,0,0,0,0.23,0.11,0.34,0.23,0.34,Matches
703,Lucas Hoyos\Lucas-Hoyos,ar ARG,GK,Vélez Sarsf,30,1989,19,19,1710,0,1,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches
704,Tomás Guidara\Tomas-Guidara,ar ARG,DF,Vélez Sarsf,23,1996,17,16,1394,0,1,0,0,0,0,0.00,0.06,0.06,0.00,0.06,Matches
705,Gastón Giménez\Gaston-Gimenez,ar ARG,MFDF,Vélez Sarsf,28,1991,19,18,1505,0,1,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches
706,Lautaro Gianetti\Lautaro-Gianetti,ar ARG,DF,Vélez Sarsf,25,1993,21,21,1889,0,1,0,0,4,1,0.00,0.05,0.05,0.00,0.05,Matches
707,Pablo Galdames Millán\Pablo-Galdames-Millan,cl CHI,MF,Vélez Sarsf,22,1996,14,9,831,0,1,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches
708,Fernando Gago\Fernando-Gago,ar ARG,MF,Vélez Sarsf,33,1986,13,11,1035,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
709,Leandro Fernández\Leandro-Fernandez,ar ARG,FW,Vélez Sarsf,28,1991,12,6,547,2,0,0,0,3,0,0.33,0.00,0.33,0.33,0.33,Matches
710,Damián Fernández\Damian-Fernandez,ar ARG,DF,Vélez Sarsf,18,2001,1,0,6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
711,Nicolás Domínguez\Nicolas-Dominguez,ar ARG,MF,Vélez Sarsf,21,1998,14,14,1232,5,1,0,0,6,1,0.37,0.07,0.44,0.37,0.44,Matches
712,Alexander Domínguez\Alexander-Dominguez,ec ECU,GK,Vélez Sarsf,32,1987,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
713,Matías De los Santos\Matias-De-los-Santos,uy URU,DF,Vélez Sarsf,26,1992,6,3,305,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
714,Hernán De La Fuente\Hernan-De-La-Fuente,ar ARG,DF,Vélez Sarsf,22,1997,4,4,332,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
715,Braian Cufré\Braian-Cufre,ar ARG,DFMF,Vélez Sarsf,22,1996,20,19,1709,0,2,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches
716,Fabián Cubero\Fabian-Cubero,ar ARG,DFMF,Vélez Sarsf,40,1978,1,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
717,Ricardo Centurión\Ricardo-Centurion,ar ARG,FWMF,Vélez Sarsf,26,1993,5,3,307,1,2,0,0,1,0,0.29,0.59,0.88,0.29,0.88,Matches
718,Miguel Brizuela\Miguel-Brizuela,ar ARG,DF,Vélez Sarsf,22,1997,2,2,103,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
719,Agustín Bouzat\Agustin-Bouzat,ar ARG,FWMF,Vélez Sarsf,25,1994,19,17,1338,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
720,Álvaro Barreal\Alvaro-Barreal,ar ARG,MF,Vélez Sarsf,18,2000,5,1,114,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
721,Ricky Álvarez\Ricky-Alvarez,ar ARG,MF,Vélez Sarsf,31,1988,1,0,11,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
722,Thiago Almada\Thiago-Almada,ar ARG,MFFW,Vélez Sarsf,18,2001,22,10,1203,4,0,1,1,0,0,0.30,0.00,0.30,0.22,0.22,Matches
723,Luis Abram\Luis-Abram,pe PER,DF,Vélez Sarsf,23,1996,19,19,1690,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
